Title (English) / Titre (anglais),Title (French) / Titre (français),Organization / Organisation,Record ID / Identificateur du dossier,Date and Time Deleted/ Date et heure de suppression
jhsdsdsd,ffghjbhvfcdd,Correctional Service of Canada | Service correctionnel du Canada,fa41a917-e14d-46dd-8d35-fd80aab6678f,
tt,rr,Correctional Service of Canada | Service correctionnel du Canada,584fc8a9-4214-44ba-afed-3c2e020d8b3b,
Commercial Fisheries - Seafisheries Landings - Canada,Pêche commerciale - Débarquements des pêches maritimes - Canada,Fisheries and Oceans Canada | Pêches et Océans Canada,a7eaf653-f58c-42f2-8673-e782ddc125ed,
Commercial Fisheries - Licences - Atlantic Region Licences,Pêche commerciale - Permis - Permis du Région de l'Atlantique,Fisheries and Oceans Canada | Pêches et Océans Canada,5f01efe8-efeb-4ada-ab80-a2a41f4d68af,
Mortality events at British Columbia marine finfish aquaculture sites,Épisodes de mortalité dans des sites de piscicultures marine de la Colombie-Britannique,Fisheries and Oceans Canada | Pêches et Océans Canada,57d425a5-e7ec-4b78-8945-897ba71fd814,
Mortality events at British Columbia marine finfish aquaculture sites,Épisodes de mortalité dans des sites de piscicultures marine de la Colombie-Britannique,Fisheries and Oceans Canada | Pêches et Océans Canada,28b09bc5-3399-4d5c-97d0-f36327df4ebf,
Major Offence and Sentences of Federal Offenders in Custody: 2020,Infractions majeures et peines des délinquants et des délinquantes sous responsabilité fédérale : 2020,Correctional Service of Canada | Service correctionnel du Canada,802fd61c-a2f4-4a4c-b12f-02cd1fa04133,
Shared Services Officials Appearance for PACP Auditor General Report on the Cybersecurity of Personal Information in the Cloud,Apparition des responsables des services partagés pour le PACP Rapport du vérificateur général sur la cybersécurité des renseignements personnels dans le nuage,Shared Services Canada | Services partagés Canada,46bc47a7-e3f9-4682-9214-2e919aa5d793,
Molecular Baseline Allele Frequencies,La base moléculaire des fréquences alléliques,Fisheries and Oceans Canada | Pêches et Océans Canada,1ba129af-d006-45d4-ae1c-13d85e7bdca1,
Molecular Baseline Allele Frequencies,La base moléculaire des fréquences alléliques,Fisheries and Oceans Canada | Pêches et Océans Canada,c1c38cb3-dda9-4fad-b15f-8ff45513de1e,
Sea lice mitigation events at BC marine finfish aquaculture sites,Événements d’atténuation du pou du poisson signalés sur des sites de pisciculture marine de la Colombie-Britannique,Fisheries and Oceans Canada | Pêches et Océans Canada,d26d4eec-2e2c-4d5a-88ee-9f822f5590b0,
Goods and Services Tax / Harmonized Sales Tax (GST/HST) Rates from 1991 - 2016 (effective dates of rate changes),Taux de la taxe sur les produits et services/taxe de vente harmonisée (TPS/TVH) de 1991 à 2016 (dates d’entrée en vigueur des changements de taux),Canada Revenue Agency | Agence du revenu du Canada,66d1f56e-63b1-4f26-8c51-d37404c11e26,
International Development Assistance Commitments,Engagements en matière d'aide au développement international,Global Affairs Canada | Affaires mondiales Canada,3884cd66-6d2b-410a-af64-7e75e89bdf1b,
Statistical Report on International Assistance,Rapports statistiques sur l'aide internationale,Global Affairs Canada | Affaires mondiales Canada,d584f045-add1-47c7-b792-f7669c1bddee,
Veterans Review and Appeal Board 2023-24 Departmental Plan,Tribunal des anciens combattants (révision et appel) 2023-2024 Plan ministériel,Veterans Review and Appeal Board | Tribunal des anciens combattants (révision et appel),7e9e4506-09df-499b-adfb-7452f5bf116a,
test,test,Treasury Board of Canada Secretariat | Secrétariat du Conseil du Trésor du Canada,4716237e-b328-4339-b5bc-fab4e2a32f16,
Development Finance Institution - FinDev Canada,Institution de financement du développement - FinDev Canada,3Net Indy Holdings | 3Net Indy Holdings,d58396d0-09fc-4ae7-a7f5-89a4f7e17e1f,
Current valid British Columbia aquaculture licence holders,Liste des détenteurs actuels de permis valides d'aquaculture en Colombie-Britannique,Fisheries and Oceans Canada | Pêches et Océans Canada,ae1e89b9-0a48-4bf9-b46f-dc13a4c35f26,
Atlantic Zone Monitoring Program (AZMP),Programme de monitorage de la zone Atlantique (PMZA),Fisheries and Oceans Canada | Pêches et Océans Canada,2600ca6c-edbe-4f8e-bda7-28d7d93da27d,
Recreational Catch Statistics - Georgia Strait Creel Summary,Statistiques sur les prises récréatives - Enquête par interrogation des pêcheurs dans le détroit de Georgia,Fisheries and Oceans Canada | Pêches et Océans Canada,3f2f70c2-319e-499b-9781-f64ce7b8a0a7,
Recreational Catch Statistics - Georgia Strait Creel Summary,Statistiques sur les prises récréatives - Enquête par interrogation des pêcheurs dans le détroit de Georgia,Fisheries and Oceans Canada | Pêches et Océans Canada,6f2246ee-c856-41e8-ba0f-fcd49544c56a,
Sea lice mitigation events at BC marine finfish aquaculture sites,Événements d’atténuation du pou du poisson signalés sur des sites de pisciculture marine de la Colombie-Britannique,Fisheries and Oceans Canada | Pêches et Océans Canada,088f6fb9-8819-494c-9bf0-21527010d958,
Commercial Fisheries - Licences - Pacific Region Licences,Pêche commerciale - Permis - Permis du Région du Pacifique,Fisheries and Oceans Canada | Pêches et Océans Canada,7f025102-1184-46ef-be0b-c7bd09de15dc,
Canadian Science Advisory Secretariat Proceedings,Comptes rendus du secrétariat canadien de consultation scientifique,Fisheries and Oceans Canada | Pêches et Océans Canada,2bf485db-a085-45a5-b632-bef4a705a222,
Reports of Atlantic salmon captured in BC waters,Signalements de saumons de l’Atlantique capturés dans les eaux de la Colombie-Britannique.,Fisheries and Oceans Canada | Pêches et Océans Canada,996ce2ab-9d89-453d-bd27-be5156078d1e,
Canadian Science Advisory Secretariat Science Advisory Reports,Avis scientifiques du Secrétariat canadien de consultation scientifique,Fisheries and Oceans Canada | Pêches et Océans Canada,39169056-89c2-4db3-a398-95207beec0d5,
Commercial Fisheries - Freshwater Landings - Canada,Pêche commerciale - Débarquements des pêches en eau douce - Canada,Fisheries and Oceans Canada | Pêches et Océans Canada,0a815c1a-467e-42f0-af2a-5b2bc87518b8,
Fish health events at British Columbia marine finfish aquaculture sites,Événements liés à la santé du poisson signalés sur des sites de pisciculture marine de la Colombie-Britannique,Fisheries and Oceans Canada | Pêches et Océans Canada,6b03c3ad-ca47-462a-b2c9-4726b4443c71,
Recreational Catch Statistics - West Coast Vancouver Island Recreational Catch,Statistiques sur les prises récréatives - Prises récréatives sur la côte ouest de l'Île de Vancouver,Fisheries and Oceans Canada | Pêches et Océans Canada,2f3eba05-8294-4d8e-90cc-28fa5c3b711f,
Recreational Catch Statistics - Juna de Fuca Strait Recreational Catch,Statistiques sur les prises récréatives - Prises récréatives sur le Détroit de Juan de Fuca,Fisheries and Oceans Canada | Pêches et Océans Canada,c4ebaaef-032e-4914-8758-f18a09cf17fb,
Recreational Catch Statistics - Johnstone Strait Recreational Catch,Statistiques sur les prises récréatives - Prises récréatives sur le Détroit de Johnstone,Fisheries and Oceans Canada | Pêches et Océans Canada,1ef65393-70d5-4095-b4d5-34a57b72093d,
Molecular Baseline Allele Frequencies,La base moléculaire des fréquences alléliques,Fisheries and Oceans Canada | Pêches et Océans Canada,6021eba9-83d9-4d2e-8fb6-4d1aa4e5cb08,
Commercial Fisheries - World Harvest,Pêche commerciale - Captures mondiales,Fisheries and Oceans Canada | Pêches et Océans Canada,c7d649f6-c78d-48da-abf6-da7fecdb7316,
NuSEDS-New Salmon Escapement Database System,NuSEDS - Base de donnèe d'échappement du saumon,Fisheries and Oceans Canada | Pêches et Océans Canada,fc14ee4e-dbab-4c15-a60e-7205da436336,
Results of DFO benthic audits of British Columbia marine finfish aquaculture sites,Résultats des vérifications de la surveillance des organismes benthiques effectuées par le MPO aux sites de pisciculture marine de la Colombie-Britannique,Fisheries and Oceans Canada | Pêches et Océans Canada,8217d80e-646c-4690-bbb0-523ae94556b8,
Ecological Risk Assessment Framework (ERAF) feasability and suitability evaluation based on a subset of Significant Ecological Components (SEC) from the Pacific North Coast Integrated Management Area (PNCIMA),"Cadre d’évaluation du risque écologique (CERE), évaluation de la faisabilité et de la pertinence fondée sur un sous-ensemble de composantes importantes de l’écosystème (CIE) de la zone de gestion intégrée de la côte nord du Pacifique (ZGICNP).",Fisheries and Oceans Canada | Pêches et Océans Canada,30fadc02-ea5a-4af3-845a-42b2b88a8cf3,
Atmospheric Forcing Index (AFI),Indice de Forçage Atmosphérique (AFI),Fisheries and Oceans Canada | Pêches et Océans Canada,5a2a0074-be92-4b05-a326-e0fd66d84438,
Marine mammal interactions at British Columbia marine finfish aquaculture sites,Les interactions avec des mammifères marins aux sites d'aquaculture de poissons marins de la Colombie-Britannique,Fisheries and Oceans Canada | Pêches et Océans Canada,4654195f-7a44-4f0c-94a0-9bbbeca59181,
World trade exports - Fisheries,Commerce mondial exportations - Pêcheries,Fisheries and Oceans Canada | Pêches et Océans Canada,02d9f0ff-173e-41c7-987f-fa7501833618,
"Winter occurrence of killer whale populations off eastern Vancouver Island, British Columbia (2015-2018)","Présence hivernale de populations d'épaulards à l'est de l'île de Vancouver, Colombie-Britannique (2015-2018)",Fisheries and Oceans Canada | Pêches et Océans Canada,b5d82fd0-90fa-4ccd-b0d2-405f11368935,
Arctic Voyage Planning Guide,Guide de planification de navigation en Arctique,Fisheries and Oceans Canada | Pêches et Océans Canada,90699c63-b1e6-41a2-8a86-e22b7951bcbc,
"Sea Otter (Enhydra lutris) Population Counts, British Columbia, 1977-2013","Dénombrements de la loutre de mer (Enhydra lutris), Colombie Britannique, 1977-2013",Fisheries and Oceans Canada | Pêches et Océans Canada,30b1f5be-4a52-4ea9-920d-9c01813e2922,
Kiel deep drifter data,Données sur les bouées dérivantes en profondeur de Kiel,Fisheries and Oceans Canada | Pêches et Océans Canada,02def727-6210-4aa3-926f-0c324e21c4d3,
Northern Resident Killer Whale Group Cohesion (1980-2010),Cohésion des groupes d’épaulards résidents du nord (1980 à 2010),Fisheries and Oceans Canada | Pêches et Océans Canada,04364545-fe5f-405e-adee-67a43e107e78,
British Columbia Spot Prawn (Pandalus platyceros) Spawner Index,Indice des géniteurs de la crevette tachetée (Pandalus platyceros) en Colombie-Britannique,Fisheries and Oceans Canada | Pêches et Océans Canada,59620c4f-3ffc-48b7-8956-e1dfa22230d3,
Canadian Science Advisory Secretariat Habitat Status Reports,Rapports sur l’état des habitats du Secrétariat canadien de consultation scientifique,Fisheries and Oceans Canada | Pêches et Océans Canada,62860580-c0dc-4717-a335-1559c23e2ce4,
Pacific Region Commercial Salmon Fishery Post-Season Catch Estimates,Pêche commerciale au saumon dans la région du Pacifique Estimations des prises après la saison,Fisheries and Oceans Canada | Pêches et Océans Canada,a8700c76-c035-47d1-8479-59b3fe9848b5,
Mortality events at British Columbia marine finfish aquaculture sites,Épisodes de mortalité dans des sites de piscicultures marine de la Colombie-Britannique,Fisheries and Oceans Canada | Pêches et Océans Canada,ea153d4b-e603-4488-897c-e97c5c9e36b1,
"Results of industry benthic monitoring of British Columbia marine finfish aquaculture sites, 2011 and ongoing","Résultats de la surveillance des organismes benthiques effectuée par l’industrie aux sites de pisciculture marine de la Colombie-Britannique, 2011 et en cours",Fisheries and Oceans Canada | Pêches et Océans Canada,f4c937d1-34b3-4e84-b910-5555f2f29f0a,
Pacific Region Commercial Fishing Licences,Région du Pacifique permis de pêche commerciale,Fisheries and Oceans Canada | Pêches et Océans Canada,02fb4353-521e-4612-a611-5fcad813c5f3,
Managing transfers and fish health at British Columbia salmon farms,Transfert du saumon et maintien de sa santé dans les fermes salmonicoles de la Colombie-Britannique,Fisheries and Oceans Canada | Pêches et Océans Canada,9804fbea-6386-4c5c-88ee-14d6db19f108,
Publications from the Pacific Biological Station and related staff,Publications de la statoin biologique du Pacifique et le personnel connexe,Fisheries and Oceans Canada | Pêches et Océans Canada,4b3f309d-f402-4248-b353-662e137ff05e,
Fraser River Flows,Débits du Fleuve Fraser,Fisheries and Oceans Canada | Pêches et Océans Canada,359a2e45-c6e0-41ad-988f-f85bad0c06fe,
"Results of DFO fish health audits of British Columbian marine finfish aquaculture sites, by facility",Résultats des vérifications de la santé du poisson effectuées par le MPO pour chaque installation des sites d'aquaculture de poissons marins de la Colombie-Britannique,Fisheries and Oceans Canada | Pêches et Océans Canada,caf2de75-85f0-40d1-937f-1696e6218b87,
Escapes of cultured marine finfish from BC aquaculture sites,Les évasions de poissons de mer d'élevage des sites d'aquaculture de la C.-B.,Fisheries and Oceans Canada | Pêches et Océans Canada,43cac2d5-b63b-44b6-8ea2-175e09d24847,
Ecological Risk Assessment Framework (ERAF) feasibility and suitability evaluation based on a subset of Significant Ecological Components (SEC) from the SGaan Kinghlas-Bowie Seamount Marine Protected Area (SKB MPA.),"Cadre d’évaluation du risque écologique (CERE), évaluation de la faisabilité et de la pertinence fondée sur un sous-ensemble de composantes importantes de l’écosystème (CIE) de la zone de protection marine du mont sous-marin Bowie (SGaan Kinghlas) (ZPM-MSMB).",Fisheries and Oceans Canada | Pêches et Océans Canada,09b78b23-d707-4bb5-8251-2edccc8c6d84,
Canadian Science Advisory Secretariat Ecosystem Status Reports,Rapports sur l’état des écosystèmes du Secrétariat canadien de consultation scientifique,Fisheries and Oceans Canada | Pêches et Océans Canada,ad811fcf-3135-4f9e-83a6-a7a2f6199242,
DFO sea lice audits of BC marine finfish aquaculture sites,Les vérifications concernant les poux du poisson effectuées par le MPO aux sites d'aquaculture de poissons marins de la C.-B.,Fisheries and Oceans Canada | Pêches et Océans Canada,b9f8c051-8902-40c4-bc42-a56b182e6c9b,
Beach Core Data - Capelin,Données de carotte de plage - Capelan,Fisheries and Oceans Canada | Pêches et Océans Canada,66bc1295-d973-4e34-92bb-8c14bf1d93bc,
Current valid British Columbia aquaculture licence holders,Liste des détenteurs actuels de permis valides d'aquaculture en Colombie-Britannique,Fisheries and Oceans Canada | Pêches et Océans Canada,f5120ca3-316d-4379-9a2d-d70b94a0c3e3,
Canadian Science Advisory Secretariat Science Responses,Réponses des Sciences du secrétariat canadien de consultation scientifique,Fisheries and Oceans Canada | Pêches et Océans Canada,ff5aee3a-53d0-43f9-ad14-6a17156cc42b,
DFO’s fish health monitoring activities at BC aquaculture sites,Résumé des activités de surveillance du MPO de santé du poisson MPO aux sites d'aquaculture marins de la C.-B.,Fisheries and Oceans Canada | Pêches et Océans Canada,dbeb2522-29be-4b00-b487-eca156865654,
Aleutian Low Pressure Index,Indice de Dépression des Aléoutiennes,Fisheries and Oceans Canada | Pêches et Océans Canada,004cdb8e-99c7-46bf-8734-6f10568d5ac5,
Sustainability Survey for Fisheries,Étude sur la durabilité des pêches,Fisheries and Oceans Canada | Pêches et Océans Canada,e08d7bc5-d71c-435f-b6b2-a80cea1c299f,
Recreational Catch Statistics - North and Central Coast Recreational Catch,Statistiques sur les prises récréatives - Prises récréatives sur la côte Nord et sur la côte centrale,Fisheries and Oceans Canada | Pêches et Océans Canada,7ea0df02-6690-4880-ab4e-7578d14fff4f,
Ecological Risk Assessment Framework (ERAF) feasibility and suitability evaluation based on a subset of Significant Ecological Components (SEC) from the Hecate Strait - Queen Charlotte Sound Glass Sponge Reefs Marine Protected Area (HS-QCS MPA).,"Cadre d’évaluation du risque écologique (CERE), évaluation de la faisabilité et de la pertinence fondée sur un sous-ensemble de composantes importantes de l’écosystème (CIE) de la zone de protection marine — récifs d’éponges siliceuses du détroit d’Hécate et du détroit de la Reine-Charlotte (ZPM- DHDRC).",Fisheries and Oceans Canada | Pêches et Océans Canada,c8857f11-53d9-4077-9496-5014e8777803,
"Productivity (Recruits-per-Spawner) data for Sockeye, Pink, and Chum Salmon from British Columbia","Données sur la productivité (recrues par géniteur) pour le saumon rouge, rose et kéta en Colombie-Britannique",Fisheries and Oceans Canada | Pêches et Océans Canada,052d62c0-6f13-48da-b374-5e5873191fa0,
Industry sea lice counts at BC marine finfish aquaculture sites,Le dénombrement des poux du poisson par l'industrie aux sites d'aquaculture de poissons marins de la C.-B.,Fisheries and Oceans Canada | Pêches et Océans Canada,bf6ae61a-ef8e-4b3e-86a3-183babed0a31,
Fisheries and the Canadian Economy,Pêches et l'économie canadienne,Fisheries and Oceans Canada | Pêches et Océans Canada,131a65e6-bdd3-4223-96e8-61d95f2b36e0,
Bellevue Beach Surface Tows - Capelin,Traits de surface de la plage Bellevue - Capelan,Fisheries and Oceans Canada | Pêches et Océans Canada,5091c45f-4032-4b66-ae0e-c384d5bf134c,
Fisheries Act Registry,Registre de la Loi sur les pêches,Fisheries and Oceans Canada | Pêches et Océans Canada,198c7808-cf16-4b0c-a980-a6e70c145cc8,
National Aquaculture Public Reporting Data,Données nationales sur l’information publique en aquaculture,Fisheries and Oceans Canada | Pêches et Océans Canada,e0f0cab7-f9b8-4c3a-b4f8-123ad531c04e,
Shellfish and finfish transfers to and from British Columbia aquaculture sites,Le transfert de mollusques et de poissons vers des sites d'aquaculture et à partir de ceux-ci en Colombie-Britannique,Fisheries and Oceans Canada | Pêches et Océans Canada,99d10ea3-b3e1-4019-af7e-953f6b180248,
Canadian Science Advisory Secretariat Research Documents,Documents de recherche du Secrétariat canadien de consultation scientifique,Fisheries and Oceans Canada | Pêches et Océans Canada,d7d6a750-0685-442f-931c-ec6e25f208ed,
World trade imports - Fisheries,Commerce mondial importations - Pêcheries,Fisheries and Oceans Canada | Pêches et Océans Canada,5de15cdb-7f6a-4a7c-b609-ba657c3d8df4,
Ecological Risk Assessment Framework (ERAF) feasibility and suitability evaluation based on a subset of Significant Ecological Components (SEC) from the Endeavour Hydrothermal Vents Marine Protected Area (EHV MPA.),"Cadre d’évaluation du risque écologique (CERE), évaluation de la faisabilité et de la pertinence fondée sur un sous-ensemble de composantes importantes de l’écosystème (CIE) de la zone de protection marine du champ hydrothermal Endeavour (ZPM-CHE).",Fisheries and Oceans Canada | Pêches et Océans Canada,a1323181-5663-4868-824c-df2b5062a408,
Beach Emergence Data - Capelin,Données sur l’émergence sur les plages - Capelan,Fisheries and Oceans Canada | Pêches et Océans Canada,40708363-9350-4fa5-8c2c-90195a180e47,
Incidental catch at BC marine finfish aquaculture sites,Les captures fortuites aux sites d'aquaculture marins de la C.-B.,Fisheries and Oceans Canada | Pêches et Océans Canada,2317b48e-cdad-4903-9f57-ffe62b3fcc4b,
"Carcass classification of cultured salmon at British Columbian aquaculture sites by facility, 2013 onwards","La classification des carcasses de saumons d'élevage aux sites d'aquaculture de la Colombie-Britannique et par zone de santé des poissons, à compter de 2013",Fisheries and Oceans Canada | Pêches et Océans Canada,d18f20d5-b483-4df9-b667-b1d52da691c7,
Canadian Science Advisory Secretariat Stock Status Reports,Rapports sur l’état des stocks du Secrétariat canadien de consultation scientifique,Fisheries and Oceans Canada | Pêches et Océans Canada,e8a8ce22-bb32-43f0-aae5-0e8c8508c1bb,
Pacific Circulation Index (Winter),Indice de Circulation du Pacifique (Hiver),Fisheries and Oceans Canada | Pêches et Océans Canada,79082ec5-f172-4f7e-8728-17ab88e8c0fc,
Marine sectors in Canada - Summaries,Secteurs maritimes au Canada - Sommaires,Fisheries and Oceans Canada | Pêches et Océans Canada,c53045d1-70d7-4713-a6a1-1b6f1f6b0e79,
Sea lice mitigation events at BC marine finfish aquaculture sites,Événements d’atténuation du pou du poisson signalés sur des sites de pisciculture marine de la Colombie-Britannique,Fisheries and Oceans Canada | Pêches et Océans Canada,9c8242d3-74b4-462c-b810-81742723d20e,
test,test,Treasury Board of Canada Secretariat | Secrétariat du Conseil du Trésor du Canada,efb531ef-49c6-4ca0-ac51-5c73b76e35f6,
test,test,Treasury Board of Canada Secretariat | Secrétariat du Conseil du Trésor du Canada,5e438d56-00e5-48c5-a13d-f2de0ff57b9f,
test,test,Treasury Board of Canada Secretariat | Secrétariat du Conseil du Trésor du Canada,eaee00d5-9a11-42a3-be86-3eca8394f42a,
test,test,Treasury Board of Canada Secretariat | Secrétariat du Conseil du Trésor du Canada,66e3f3ce-99ea-4967-b3d7-863eb659983e,
GST/HST Statistics 2022 Edition (2016 to 2020 calendar years),Statistiques pour la TPS/TVH Édition 2022 (années civiles 2016 à 2020),Canada Revenue Agency | Agence du revenu du Canada,8ee3bd8b-5b0e-4762-ac26-d92832feb037,
GST/HST Statistics 2022 Edition (2016 to 2020 calendar years),Statistiques pour la TPS/TVH Édition 2022 (années civiles 2016 à 2020),Canada Revenue Agency | Agence du revenu du Canada,6feedeb5-a2a2-494c-88fe-cf4386889ad1,
GST/HST Statistics 2022 Edition (2016 to 2020 calendar years),Statistiques pour la TPS/TVH Édition 2022 (années civiles 2016 à 2020),Canada Revenue Agency | Agence du revenu du Canada,91294543-8c64-4361-90b1-03da38044545,
GST/HST Statistics 2022 Edition (2016 to 2020 calendar years),Statistiques pour la TPS/TVH Édition 2022 (années civiles 2016 à 2020),Canada Revenue Agency | Agence du revenu du Canada,09d22ad7-3590-4a69-a01c-2ce9eda8e631,
Test Individual Tax Statistics by Forward Sortation Area (FSA) − 2022 Edition (2020 tax year),Statistiques pour la TPS/TVH Édition 2022 (années civiles 2016 à 2020),Canada Revenue Agency | Agence du revenu du Canada,92c2859b-e8f8-4380-a8aa-8fee23d00b68,
test,test,Treasury Board of Canada Secretariat | Secrétariat du Conseil du Trésor du Canada,0ced84b0-c86a-4513-b287-5decb6cf6770,
title,title,Treasury Board of Canada Secretariat | Secrétariat du Conseil du Trésor du Canada,0837c7af-44dc-4ce1-a8c3-9850d2f5f510,
Individual Tax Statistics by Forward Sortation Area (FSA) − 2022 Edition (2020 tax year),Statistiques sur l’impôt des particuliers par Région de Tri d’Acheminement (RTA) − Édition de 2022 (année d'imposition 2020),Canada Revenue Agency | Agence du revenu du Canada,133db4ea-e990-444a-9b74-3be6ff275685,
Individual Tax Statistics by Forward Sortation Area (FSA) − 2022 Edition (2020 tax year),Statistiques sur l’impôt des particuliers par Région de Tri d’Acheminement (RTA) − Édition de 2022 (année d'imposition 2020),Canada Revenue Agency | Agence du revenu du Canada,5386f673-6f90-4821-a2f4-51c1fca16f33,
Developer Testing,Developer Testing,Treasury Board of Canada Secretariat | Secrétariat du Conseil du Trésor du Canada,0fbafb49-3aad-4928-9c4e-5aa54385b589,
ATI summary for November 2021.,Résumé de l'ATI pour novembre 2021.,Atlantic Pilotage Authority Canada | Administration de pilotage de l'Atlantique Canada,a4320beb-0977-47bd-a7f8-c08d52efc41d,
hghtrk,french,Fisheries and Oceans Canada | Pêches et Océans Canada,7bcd98ad-4c1a-47d4-97eb-a799c7bcf72c,
Frequency of Tranosema rostrale and Elachertus cacoeciae in spruce budworm larvae exposed in the field Armagh/Epaule 1987-2022,Fréquence de Tranosema rostrale et Elachertus cacoeciae dans des larves de la tordeuse des bourgeons de l’épinette exposées sur le terrain Armagh/Epaule 1987-2022,Natural Resources Canada | Ressources naturelles Canada,fa5e5635-3769-436b-a77b-48a5c008e516,
Question Period Binders,Liants de période de questions,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,71977ae0-5340-4ac2-b6fb-198b9a2e6f2f,
Parks Canada performance data (support)_ 2022 23,Mesure de rendement à Parcs Canada (soutien)_2022 23,Parks Canada | Parcs Canada,92c8b2b4-ee01-4f6a-a453-c82f3a3ad4d4,
"Sea Ice in Canada – Average sea ice area, Northern Canadian Waters","Glace de mer au Canada – Superficie moyenne de la glace de mer, eaux du Nord canadien",Environment and Climate Change Canada | Environnement et Changement climatique Canada,8d46353a-1fef-4063-ae89-115ae2f1f41c,
Hierarchy of Movement,Hiérarchie des déplacements,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,c5633410-80e8-4b17-ac04-4ad9b0914b1e,
Audit of Management Practices of Missions - Addis Ababa,Audit des pratiques de gestion des missions - Addis-Abeba,Global Affairs Canada | Affaires mondiales Canada,477ff373-c6bb-480c-9b63-9efd65a7bcc3,
Audit of Management Practices of Missions – Manila,Audit des pratiques de gestion des missions – Manille,Global Affairs Canada | Affaires mondiales Canada,60d173ff-d6c2-4fd7-839c-3e6ffa2943cb,
Audit of Management Practices of Missions - Abidjan,Audit des pratiques de gestion des missions - Abidjan,Global Affairs Canada | Affaires mondiales Canada,39c1f1ed-7187-44fd-97a7-4c8af6700b66,
Audit of Management Practices of Missions - Beirut,Audit des pratiques de gestion des missions – Beyrouth,Global Affairs Canada | Affaires mondiales Canada,77dbdf46-aaa4-46d2-8446-32046870f909,
Trial,essai,Asia-Pacific Foundation of Canada | Fondation Asie Pacifique du Canada,fb281d11-b793-428e-9c62-6514bbc799b7,
Public Service Commission (PSC) Departmental Results Framework Indicators,La Commission de la fonction publique (CFP) les indicateurs du cadre ministériel des résultats,Public Service Commission of Canada | Commission de la fonction publique du Canada,88f332fa-ea16-4449-a774-dce8ccc43b48,
test,test,Natural Resources Canada | Ressources naturelles Canada,21ce39ad-efae-4c8f-98cf-05058547d7e1,
Air health trends,Tendances air-santé,Environment and Climate Change Canada | Environnement et Changement climatique Canada,a0b3585e-8320-4df5-bf3a-f30ed7d758f4,
"Air health trends – Mortality attributable to ground-level ozone and fine particulate matter, Canada","Tendances air-santé – Mortalité attribuable à l'ozone troposphérique et aux particules fines, Canada",Environment and Climate Change Canada | Environnement et Changement climatique Canada,b66a7f21-be30-4f79-92fa-66d4a3f2f45e,
"Air health trends – Mortality attributable to fine particulate matter by age and sex, Canada","Tendances air-santé – Mortalité attribuable aux particules fines, par âge et par sexe, Canada",Environment and Climate Change Canada | Environnement et Changement climatique Canada,b683b56e-0a13-4593-b7db-3d020aea103c,
"Air health trends – Mortality attributable to ground-level ozone by age and sex, Canada","Tendances air-santé – Mortalité attribuable à l'ozone troposphérique, par âge et par sexe, Canada",Environment and Climate Change Canada | Environnement et Changement climatique Canada,6bd09e0d-fdef-445a-94a3-a1d07e1047b6,
"Air health trends – Mortality attributable to fine particulate matter by region, Canada","Tendances air-santé – Mortalité attribuable aux particules fines par région, Canada",Environment and Climate Change Canada | Environnement et Changement climatique Canada,a8697740-b2b8-4778-96fa-d5c57ca76aad,
"Shellfish harvest area quality – Status of regional shellfish harvest areas, Canada","Qualité des zones de récolte des mollusques – Situation relative aux zones régionales de récolte des mollusques, Canada",Environment and Climate Change Canada | Environnement et Changement climatique Canada,8a8750b2-51b9-4f4d-aeff-44556de51bfb,
"Shellfish harvest area quality – Status of shellfish harvest areas, Canada","Qualité des zones de récolte des mollusques – Situation relative aux zones de récolte des mollusques, Canada",Environment and Climate Change Canada | Environnement et Changement climatique Canada,b98ef877-084e-4ff0-a09f-68f5e9613e4f,
Departmental Results Framework indicators 2021-2022 Edition – Indicator 6: Public Perception Index: trust,Indicateurs du Cadre ministériel des résultats – Édition 2020-2021 – Indicateur 6: Indice de perception du public : confiance,Canada Revenue Agency | Agence du revenu du Canada,ed3b9524-b1f8-44a8-9ee0-c1fc4d7e2a9e,
Departmental Results Framework indicators 2021-2022 Edition – Indicator 5: Service Satisfaction Index,Indicateurs du Cadre ministériel des résultats – Édition 2020-2021 – Indicateur 5: Indice de satisfaction à l’égard du service,Canada Revenue Agency | Agence du revenu du Canada,c39a880c-bb23-43c8-a29f-cf8b4f6b4d90,
"draft Overall federal tax gap report Estimates and key findings for non-compliance, tax years 2014 – 2018",draft Rapport sur l’écart fiscal fédéral global Estimations et principales constatations concernant l’inobservation pour les années d’imposition 2014 à 2018,Canada Revenue Agency | Agence du revenu du Canada,461d3443-311c-4cc7-9c46-bfab325519e5,
Goods and Services Tax / Harmonized Sales Tax (GST/HST) Rates from 1991 - 2015,Taxe sur les Produits et Services/Taxe de Vente Harmonisée (TPS/TVH) (de 1995 à 2015),Canada Revenue Agency | Agence du revenu du Canada,3794f1b9-b845-49d9-8ae1-359d38f301ab,
Accessibility Plan,Plan sur l'accessibilité,Transportation Safety Board of Canada | Bureau de la sécurité des transports du Canada,71b1c09e-41f9-46d4-8fac-f12184a8e337,
Critical habitat boundaries for the Red Knot (Calidris canutus) - Quebec region,Limites de l'habitat essentiel du Bécasseau maubèche (Calidris canutus) - Région du Québec,Environment and Climate Change Canada | Environnement et Changement climatique Canada,df4fca8b-15b7-4764-8332-a532b57768dd,
