serviceId,censusCode,censusMinPercentage,censusMinPopulation,censusTotalPopulation,cmaCensusName,countryId,csdCensusName,demoTypeId,groupId,groupName,institutionCode,isSelfDesignated,langObligationId,measureDemandEnglish,measureDemandFrench,measureDemandPercentage,officeNumber,phoneAreaCode,phoneCountryCode,phoneNumber,programsInfo,provision,saMinorityPercentage,saMinorityPopulation,saTotalPopulation,telephone,volume,address_en,address_fr,clientele_en,clientele_fr,institutionName_en,institutionName_fr,langObligation_en,langObligation_fr,locality_en,locality_fr,region_en,region_fr,serviceLevel_en,serviceLevel_fr,serviceName_en,serviceName_fr,serviceStatus_en,serviceStatus_fr,serviceType_en,serviceType_fr
109783,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,102062,,,,,5-1-h-i,,0,0,,-,305 MAIN ST S,305 RUE MAIN SUD,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Kenora,Kenora,ON,ON,Key service,Un service-clé,SHOPPERS DRUG MART 1355,SHOPPERS DRUG MART 1355,Active,Actif,A local office or facility,Bureau local
109784,,,,,-,,-,,511.0,CPO-KEYSRVC-LCLPUB-Oshawa-OSHAWA,CPO,False,2,0.0,0.0,,102729,,,,,5-1-b,,0,0,,-,243 KING ST E UNIT 150,243 RUE KING EST UNIT  150,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Bowmanville,Bowmanville,ON,ON,Key service,Un service-clé,SHOPPERS DRUG MART 0912,SHOPPERS DRUG MART 0912,Active,Actif,A local office or facility,Bureau local
109785,,,,,-,,-,,525.0,CPO-KEYSRVC-LCLPUB-Trois-Rivières-TROISRIVERE,CPO,False,3,0.0,0.0,,103042,,,,,5-1-b,,0,0,,-,3950 BOUL DES FORGES,3950 BOUL DES FORGES,The general public,Le grand public,Canada Post,Postes Canada,French,français,Trois-Rivieres,Trois-Rivières,QC,QC,Key service,Un service-clé,PHARMAPRIX 0025,PHARMAPRIX 0025,Active,Actif,A local office or facility,Bureau local
109786,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,545449,,,,,5-1-h-i,,0,0,,-,MAIN ST,RUE MAIN,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Mildred,Mildred,SK,SK,Key service,Un service-clé,MILDRED PO,MILDRED PO,Active,Actif,A local office or facility,Bureau local
109787,,,,,-,,-,,495.0,CPO-KEYSRVC-LCLPUB-Chilliwack-CHILLIWACK,CPO,False,2,0.0,0.0,,642924,,,,,5-1-e,,50,1905,,-,191 LILLOOET AVE,191 AV LILLOOET,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Harrison Hot Springs,Harrison Hot Springs,BC,BC,Key service,Un service-clé,HARRISON HOT SPRINGS PO,HARRISON HOT SPRINGS PO,Active,Actif,A local office or facility,Bureau local
109788,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,647012,,,,,5-1-h-i,,45,2655,,-,GD,DG,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Sunset Prairie,Sunset Prairie,BC,BC,Key service,Un service-clé,SUNSET PRAIRIE PO,SUNSET PRAIRIE PO,Active,Actif,A local office or facility,Bureau local
109789,,,,,-,,-,,,,CPO,False,3,0.0,0.0,,185035,,,,,5-1-h-i,,0,0,,-,25 RUE ST PIERRE,25 RUE RUE PIERRE,The general public,Le grand public,Canada Post,Postes Canada,French,français,Saint-Benoit-Labre,Saint-Benoît-Labre,QC,QC,Key service,Un service-clé,BP SAINT-BENOIT-LABRÉ,BP SAINT-BENOIT-LABRÉ,Active,Actif,A local office or facility,Bureau local
109790,,,,,-,,-,,,,CPO,False,3,0.0,0.0,,275220,,,,,5-1-h-i,,0,0,,-,451 DE L EGLISE,451 DE L EGLISE,The general public,Le grand public,Canada Post,Postes Canada,French,français,Saint-Ignace-De-Stanbridge,Saint-Ignace-De-Stanbridge,QC,QC,Key service,Un service-clé,BP SAINT-IGNACE-DE-STANBRIDGE,BP SAINT-IGNACE-DE-STANBRIDGE,Active,Actif,A local office or facility,Bureau local
109791,,,,,-,,-,,519.0,CPO-KEYSRVC-LCLPUB-Sherbrooke-SHERBROOKE,CPO,False,3,0.0,0.0,,277932,,,,,5-1-b,,0,0,,-,7195 CH SAINT-ÉLIE,7195 CH SAINT-ÉLIE,The general public,Le grand public,Canada Post,Postes Canada,French,français,Sherbrooke,Sherbrooke,QC,QC,Key service,Un service-clé,SHERBROOKE SUCC SAINT-ÉLIE-D ORFORD,SHERBROOKE SUCC SAINT-ÉLIE-D ORFORD,Active,Actif,A local office or facility,Bureau local
109792,,,,,-,,-,,507.0,CPO-KEYSRVC-LCLPUB-London-LONDON,CPO,False,2,0.0,0.0,,394262,,,,,5-1-b,,0,0,,-,238 FRANCES ST,238 RUE FRANCES,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Port Stanley,Port Stanley,ON,ON,Key service,Un service-clé,PORT STANLEY STN MAIN,PORT STANLEY STN MAIN,Active,Actif,A local office or facility,Bureau local
109793,,,,,-,,-,,526.0,CPO-KEYSRVC-LCLPUB-Vancouver-VANCOUVER,CPO,False,2,0.0,0.0,,436488,,,,,5-1-c,,0,0,,-,1221 LYNN VALLEY RD,1221 CH LYNN VALLEY,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,North Vancouver,North Vancouver,BC,BC,Key service,Un service-clé,SHOPPERS DRUG MART 0291,SHOPPERS DRUG MART 0291,Active,Actif,A local office or facility,Bureau local
109794,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,542857,,,,,5-1-h-i,,0,0,,-,226 YOUNG ST,226 RUE YOUNG,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Gainsborough,Gainsborough,SK,SK,Key service,Un service-clé,GAINSBOROUGH PO,GAINSBOROUGH PO,Active,Actif,A local office or facility,Bureau local
109795,,,,,-,,-,,501.0,CPO-KEYSRVC-LCLPUB-Hamilton-HAMILTON,CPO,False,2,0.0,0.0,,104237,,,,,5-1-b,,0,0,,-,232 CANNON ST E,232 RUE CANNON EST,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Hamilton,Hamilton,ON,ON,Key service,Un service-clé,SHOPPERS DRUG MART 1053,SHOPPERS DRUG MART 1053,Active,Actif,A local office or facility,Bureau local
109796,,,,,-,,-,,675.0,CPO-KEYSRVC-LCLPUB-Wood Buffalo-4816037,CPO,False,2,0.0,0.0,,104569,,,,,5-1-h-i,,2485,72270,,-,103-112 RIVERSTONE RIDGE,103-112 RIVERSTONE RIDGE,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Fort Mcmurray,Fort Mcmurray,AB,AB,Key service,Un service-clé,SHOPPERS DRUG MART 2303,SHOPPERS DRUG MART 2303,Active,Actif,A local office or facility,Bureau local
109797,,,,,-,,-,,497.0,CPO-KEYSRVC-LCLPUB-Edmonton-EDMONTON,CPO,False,2,0.0,0.0,,104921,,,,,5-1-c,,0,0,,-,101 - 180 MIQUELON AVE,101 - 180 AV MIQUELON,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Devon,Devon,AB,AB,Key service,Un service-clé,REXALL DRUGSTORE 7513,REXALL DRUGSTORE 7513,Active,Actif,A local office or facility,Bureau local
109798,,,,,-,,-,,524.0,CPO-KEYSRVC-LCLPUB-Toronto-TORONTO,CPO,False,2,0.0,0.0,,105926,,,,,5-1-c,,0,0,,-,15 BRUYERES MEWS,15 PASSAGE BRUYERES,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Toronto,Toronto,ON,ON,Key service,Un service-clé,PENGUIN PICK-UP 033,PENGUIN PICK-UP 033,Active,Actif,A local office or facility,Bureau local
109799,,,,,-,,-,,679.0,CPO-KEYSRVC-LCLPUB-Nelson-5903015,CPO,False,2,0.0,0.0,,106182,,,,,5-1-h-i,,0,0,,-,685 BAKER ST,685 RUE BAKER,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Nelson,Nelson,BC,BC,Key service,Un service-clé,PHARMASAVE 148,PHARMASAVE 148,Active,Actif,A local office or facility,Bureau local
109800,,,,,-,,-,,,,CPO,False,3,0.0,0.0,,180955,,,,,5-1-h-i,,0,0,,-,304 RUE DE L ÉGLISE,304 RUE DE L ÉGLISE,The general public,Le grand public,Canada Post,Postes Canada,French,français,Charette,Charette,QC,QC,Key service,Un service-clé,BP CHARETTE,BP CHARETTE,Active,Actif,A local office or facility,Bureau local
109801,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,000787,,,,,5-1-h-i,,0,0,,-,206 WATER ST,206 RUE WATER,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Carbonear,Carbonear,NL,NL,Key service,Un service-clé,CARBONEAR STN MAIN,CARBONEAR STN MAIN,Active,Actif,A local office or facility,Bureau local
109802,,,,,-,,-,,521.0,CPO-KEYSRVC-LCLPUB-St. John's-STJOHN,CPO,False,2,0.0,0.0,,092754,,,,,5-1-e,,1950,108065,,-,48 KENMOUNT RD,48 CH KENMOUNT,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,St. John'S,St. John'S,NL,NL,Key service,Un service-clé,LAWTONS DRUGS 142,LAWTONS DRUGS 142,Active,Actif,A local office or facility,Bureau local
109803,,,,,-,,-,,519.0,CPO-KEYSRVC-LCLPUB-Sherbrooke-SHERBROOKE,CPO,False,3,0.0,0.0,,102197,,,,,5-1-b,,0,0,,-,2373 RUE KING O,2373 RUE KING O,The general public,Le grand public,Canada Post,Postes Canada,French,français,Sherbrooke,Sherbrooke,QC,QC,Key service,Un service-clé,MÉGABURO INC,MÉGABURO INC,Active,Actif,A local office or facility,Bureau local
109804,,,,,-,,-,,,,CPO,False,3,0.0,0.0,,102654,,,,,5-1-h-i,,0,0,,-,203 CH LANOIX,203 CH LANOIX,The general public,Le grand public,Canada Post,Postes Canada,French,français,Saint-Mathieu-D'Harricana,Saint-Mathieu-D'Harricana,QC,QC,Key service,Un service-clé,MUN DE ST-MATHIEU D HARRICANA,MUN DE ST-MATHIEU D HARRICANA,Active,Actif,A local office or facility,Bureau local
109805,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,103281,,,,,5-1-h-i,,0,0,,-,120 MAIN ST,120 RUE MAIN,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Togo,Togo,SK,SK,Key service,Un service-clé,SILVER THREAD COMMUNITY CENTRE,SILVER THREAD COMMUNITY CENTRE,Active,Actif,A local office or facility,Bureau local
109806,,,,,-,,-,,524.0,CPO-KEYSRVC-LCLPUB-Toronto-TORONTO,CPO,False,2,0.0,0.0,,105385,,,,,5-1-c,,0,0,,-,5-15 ASHBY FIELD RD,5-15 CH ASHBY FIELD,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Brampton,Brampton,ON,ON,Key service,Un service-clé,SPRING VALLEY PHARMACY,SPRING VALLEY PHARMACY,Active,Actif,A local office or facility,Bureau local
109807,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,515515,,,,,5-1-h-i,,170,1840,,-,2091 PR 308,2091 RP 308,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Sprague,Sprague,MB,MB,Key service,Un service-clé,SPRAGUE PO,SPRAGUE PO,Active,Actif,A local office or facility,Bureau local
109808,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,550337,,,,,5-1-h-i,,0,0,,-,142 WAYNE ST,142 RUE WAYNE,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Abbey,Abbey,SK,SK,Key service,Un service-clé,ABBEY PO,ABBEY PO,Active,Actif,A local office or facility,Bureau local
109809,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,641162,,,,,5-1-h-i,,0,0,,-,103 RD,103 CH,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Cecil Lake,Cecil Lake,BC,BC,Key service,Un service-clé,CECIL LAKE PO,CECIL LAKE PO,Active,Actif,A local office or facility,Bureau local
109810,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,720089,,,,,5-1-h-i,,40,440,,-,GENERAL DELIVERY,DISTRIBUTION GÉNÉRALE,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Faro,Faro,YT,YT,Key service,Un service-clé,FARO PO,FARO PO,Active,Actif,A local office or facility,Bureau local
109811,,,,,-,,-,,,,CPO,False,3,0.0,0.0,,273678,,,,,5-1-h-i,,0,0,,-,697 RUE FRAPPIER,697 RUE FRAPPIER,The general public,Le grand public,Canada Post,Postes Canada,French,français,Remigny,Rémigny,QC,QC,Key service,Un service-clé,BP RÉMIGNY,BP RÉMIGNY,Active,Actif,A local office or facility,Bureau local
109812,,,,,-,,-,,509.0,CPO-KEYSRVC-LCLPUB-Montréal-MONTREAL,CPO,False,3,0.0,0.0,,275360,,,,,5-1-c,,0,0,,-,380 PL DU CURÉ-LABELLE,380 PLACE DU CURÉ-LABELLE,The general public,Le grand public,Canada Post,Postes Canada,French,français,Saint-Jerome,Saint-Jérôme,QC,QC,Key service,Un service-clé,SAINT-JÉRÔME SUCC BUREAU-CHEF,SAINT-JÉRÔME SUCC BUREAU-CHEF,Active,Actif,A local office or facility,Bureau local
109813,,,,,-,,-,,605.0,CPO-KEYSRVC-LCLPUB-North Glengarry-3501050,CPO,False,1,0.0,0.0,,312878,,,,,5-1-j,,0,0,,-,15 MAIN ST N,15 RUE MAIN NORD,The general public,Le grand public,Canada Post,Postes Canada,Bilingual,bilingue,Maxville,Maxville,ON,ON,Key service,Un service-clé,MAXVILLE PO,MAXVILLE PO,Active,Actif,A local office or facility,Bureau local
109814,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,313173,,,,,5-1-h-i,,0,0,,-,6220 HWY 28,6220 AUTOROUTE 28,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Woodview,Woodview,ON,ON,Key service,Un service-clé,WOODVIEW PO,WOODVIEW PO,Active,Actif,A local office or facility,Bureau local
109815,,,,,-,,-,,618.0,CPO-KEYSRVC-LCLPUB-Haldimand County-3528018,CPO,False,2,0.0,0.0,,391492,,,,,5-1-h-i,,0,0,,-,1 ERIE ST SOUTH,1 RUE ERIE SUD,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Fisherville,Fisherville,ON,ON,Key service,Un service-clé,FISHERVILLE PO,FISHERVILLE PO,Active,Actif,A local office or facility,Bureau local
109816,,,,,-,,-,,643.0,"CPO-KEYSRVC-LCLPUB-Sudbury, Unorganized, North Part-3552093",CPO,False,1,0.0,0.0,,451061,,,,,5-1-j,,0,0,,-,28 FIRST ST,28 RUE FIRST,The general public,Le grand public,Canada Post,Postes Canada,Bilingual,bilingue,Foleyet,Foleyet,ON,ON,Key service,Un service-clé,FOLEYET PO,FOLEYET PO,Active,Actif,A local office or facility,Bureau local
109817,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,105972,,,,,5-1-h-i,,0,0,,-,38-44 THAMES RD E,38-44 CH THAMES EST,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Exeter,Exeter,ON,ON,Key service,Un service-clé,EXETER GUARDIAN PHARMACY,EXETER GUARDIAN PHARMACY,Active,Actif,A local office or facility,Bureau local
109818,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,106150,,,,,5-1-h-i,,240,7925,,-,1069 NORTHWEST RD,1069 CH NORTHWEST ,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Denman Island,Denman Island,BC,BC,Key service,Un service-clé,DENMAN ISLAND GENERAL STORE,DENMAN ISLAND GENERAL STORE,Active,Actif,A local office or facility,Bureau local
109819,,,,,-,,-,,509.0,CPO-KEYSRVC-LCLPUB-Montréal-MONTREAL,CPO,False,1,0.0,0.0,,108723,,,,,5-1-c,,0,0,,-,4570 RUE AMBROISE-LAFORTUNE,4570 RUE AMBROISE-LAFORTUNE,The general public,Le grand public,Canada Post,Postes Canada,Bilingual,bilingue,Boisbriand,Boisbriand,QC,QC,Key service,Un service-clé,DÉPOT RIVE-NORD,DÉPOT RIVE-NORD,Active,Actif,A local office or facility,Bureau local
109820,,,,,-,,-,,,,CPO,False,3,0.0,0.0,,186112,,,,,5-1-h-i,,0,0,,-,184 RUE PRINCIPALE,184 RUE PRINCIPALE,The general public,Le grand public,Canada Post,Postes Canada,French,français,Saint-Gervais,Saint-Gervais,QC,QC,Key service,Un service-clé,BP SAINT-GERVAIS,BP SAINT-GERVAIS,Active,Actif,A local office or facility,Bureau local
109821,,,,,-,,-,,596.0,CPO-KEYSRVC-LCLPUB-Gros-Mécatina-2498014,CPO,False,1,0.0,0.0,,188972,,,,,5-1-p,,0,0,,-,11 RUE COVE SUD,11 RUE COVE SUD,The general public,Le grand public,Canada Post,Postes Canada,Bilingual,bilingue,La Tabatiere,La Tabatière,QC,QC,Key service,Un service-clé,BP TABATIERE,BP TABATIERE,Active,Actif,A local office or facility,Bureau local
109822,,,,,-,,-,,,,CPO,False,3,0.0,0.0,,272264,,,,,5-1-h-i,,0,0,,-,241 RTE 117,241 ROUTE 117,The general public,Le grand public,Canada Post,Postes Canada,French,français,Lac-Saguay,Lac-Saguay,QC,QC,Key service,Un service-clé,BP LAC-SAGUAY,BP LAC-SAGUAY,Active,Actif,A local office or facility,Bureau local
109823,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,001937,,,,,5-1-h-i,,0,0,,-,396 HAMILTON RIVER ROAD,396 CH HAMILTON RIVER,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Happy Valley-Goose Bay,Happy Valley-Goose Bay,NL,NL,Key service,Un service-clé,HAPPY VALLEY-GOOSE BAY STN C PO,HAPPY VALLEY-GOOSE BAY STN C PO,Active,Actif,A local office or facility,Bureau local
109824,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,041041,,,,,5-1-h-i,,50,3760,,-,2083 HWY 2,2083 HWY 2,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Economy,Economy,NS,NS,Key service,Un service-clé,ECONOMY PO,ECONOMY PO,Active,Actif,A local office or facility,Bureau local
109825,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,041955,,,,,5-1-h-i,,0,0,,-,176 MAIN ST,176 RUE MAIN,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Liverpool,Liverpool,NS,NS,Key service,Un service-clé,LIVERPOOL PO,LIVERPOOL PO,Active,Actif,A local office or facility,Bureau local
109826,,,,,-,,-,,524.0,CPO-KEYSRVC-LCLPUB-Toronto-TORONTO,CPO,False,2,0.0,0.0,,078530,,,,,5-1-c,,0,0,,-,770 LAWRENCE AVE W,770 AV LAWRENCE OUEST,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Toronto,Toronto,ON,ON,Key service,Un service-clé,SHOPPERS DRUG MART 0821,SHOPPERS DRUG MART 0821,Active,Actif,A local office or facility,Bureau local
109827,,,,,-,,-,,565.0,CPO-KEYSRVC-LCLPUB-Victoriaville-2439062,CPO,False,3,0.0,0.0,,100800,,,,,5-1-h-i,,0,0,,-,1111 BOUL JUTRAS E,1111 BOUL JUTRAS EST,The general public,Le grand public,Canada Post,Postes Canada,French,français,Victoriaville,Victoriaville,QC,QC,Key service,Un service-clé,PHARMAPRIX 0020,PHARMAPRIX 0020,Active,Actif,A local office or facility,Bureau local
109828,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,103468,,,,,5-1-h-i,,5,75,,-,P.O. BOX 46,CP 46,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Telegraph Creek,Telegraph Creek,BC,BC,Key service,Un service-clé,TAHLTAN BAND COUNCIL,TAHLTAN BAND COUNCIL,Active,Actif,A local office or facility,Bureau local
109829,,,,,-,,-,,,,CPO,False,1,0.0,0.0,,453773,,,,,5-1-h.1,,130,670,,-,4 BERNARD ST,4 RUE BERNARD,The general public,Le grand public,Canada Post,Postes Canada,Bilingual,bilingue,Spanish,Spanish,ON,ON,Key service,Un service-clé,SPANISH PO,SPANISH PO,Active,Actif,A local office or facility,Bureau local
109830,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,454052,,,,,5-1-h-i,,130,860,,-,6718A HWY 11 NORTH,6718A HWY 11 NORTH,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Temagami,Temagami,ON,ON,Key service,Un service-clé,TEMAGAMI PO,TEMAGAMI PO,Active,Actif,A local office or facility,Bureau local
109831,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,541664,,,,,5-1-h-i,,0,0,,-,28 MAIN ST,28 RUE MAIN,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Creelman,Creelman,SK,SK,Key service,Un service-clé,CREELMAN PO,CREELMAN PO,Active,Actif,A local office or facility,Bureau local
109832,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,546410,,,,,5-1-h-i,,0,0,,-,GD,GD,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Plato,Plato,SK,SK,Key service,Un service-clé,PLATO PO,PLATO PO,Active,Actif,A local office or facility,Bureau local
109833,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,578061,,,,,5-1-h-i,,10,495,,-,HWY 58,HWY 58,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Rainbow Lake,Rainbow Lake,AB,AB,Key service,Un service-clé,RAINBOW LAKE PO,RAINBOW LAKE PO,Active,Actif,A local office or facility,Bureau local
109834,,,,,-,,-,,,,CPO,False,3,0.0,0.0,,181625,,,,,5-1-h-i,,0,0,,-,171 RUE DE LA RIVIÈRE,171 RUE DE LA RIVIÈRE,The general public,Le grand public,Canada Post,Postes Canada,French,français,Grande-Riviere-Ouest,Grande-Rivière-Ouest,QC,QC,Key service,Un service-clé,BP GRANDE-RIVIÈRE-OUEST,BP GRANDE-RIVIÈRE-OUEST,Active,Actif,A local office or facility,Bureau local
109835,,,,,-,,-,,,,CPO,False,3,0.0,0.0,,182222,,,,,5-1-h-i,,0,0,,-,76 RUE PRINCIPALE,76 RUE PRINCIPALE,The general public,Le grand public,Canada Post,Postes Canada,French,français,Lac-Des-Aigles,Lac-Des-Aigles,QC,QC,Key service,Un service-clé,BP LAC-DES-AIGLES,BP LAC-DES-AIGLES,Active,Actif,A local office or facility,Bureau local
109836,,,,,-,,-,,,,CPO,False,3,0.0,0.0,,187690,,,,,5-1-h-i,,0,0,,-,581 RUE PRINCIPALE,581 RUE PRINCIPALE,The general public,Le grand public,Canada Post,Postes Canada,French,français,Sainte-Sophie-D'Halifax,Sainte-Sophie-D'Halifax,QC,QC,Key service,Un service-clé,BP SAINTE-SOPHIE-D HALIFAX,BP SAINTE-SOPHIE-D HALIFAX,Active,Actif,A local office or facility,Bureau local
109837,,,,,-,,-,,614.0,CPO-KEYSRVC-LCLPUB-Prince Edward County-3513020,CPO,False,2,0.0,0.0,,310484,,,,,5-1-h-i,,0,0,,-,263 MAIN ST,263 RUE MAIN,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Bloomfield,Bloomfield,ON,ON,Key service,Un service-clé,BLOOMFIELD PO,BLOOMFIELD PO,Active,Actif,A local office or facility,Bureau local
109838,,,,,-,,-,,524.0,CPO-KEYSRVC-LCLPUB-Toronto-TORONTO,CPO,False,2,0.0,0.0,,370266,,,,,5-1-c,,0,0,,-,663 YONGE ST,663 RUE YONGE,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Toronto,Toronto,ON,ON,Key service,Un service-clé,TORONTO STN F,TORONTO STN F,Active,Actif,A local office or facility,Bureau local
109839,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,392111,,,,,5-1-h-i,,0,0,,-,87 WELLINGTON ST,87 RUE WELLINGTON,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Hensall,Hensall,ON,ON,Key service,Un service-clé,HENSALL PO,HENSALL PO,Active,Actif,A local office or facility,Bureau local
109840,,,,,-,,-,,662.0,CPO-KEYSRVC-LCLPUB-Moose Jaw-4707039,CPO,False,2,0.0,0.0,,104371,,,,,5-1-h-i,,740,33050,,-,710F MAIN ST N,710F RUE MAIN NORD,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Moose Jaw,Moose Jaw,SK,SK,Key service,Un service-clé,SHOPPERS DRUG MART 0402,SHOPPERS DRUG MART 0402,Active,Actif,A local office or facility,Bureau local
109841,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,104461,,,,,5-1-h-i,,0,0,,-,8 QUEEN ST,8 RUE QUEEN,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Belgrave,Belgrave,ON,ON,Key service,Un service-clé,BELGRAVE VARIETY,BELGRAVE VARIETY,Active,Actif,A local office or facility,Bureau local
109842,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,105240,,,,,5-1-h-i,,0,0,,-,148 MAIN ST,148 RUE MAIN,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Burin Bay Arm,Burin Bay Arm,NL,NL,Key service,Un service-clé,PIKE S CLOVER FARM,PIKE S CLOVER FARM,Active,Actif,A local office or facility,Bureau local
109843,,,,,-,,-,,526.0,CPO-KEYSRVC-LCLPUB-Vancouver-VANCOUVER,CPO,False,2,0.0,0.0,,106425,,,,,5-1-c,,0,0,,-,6 - 12830 96TH AVENUE,6 - 12830 96TH AVE,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Surrey,Surrey,BC,BC,Key service,Un service-clé,SHOPPERS DRUG MART 2231,SHOPPERS DRUG MART 2231,Active,Actif,A local office or facility,Bureau local
109844,,,,,-,,-,,550.0,CPO-KEYSRVC-LCLPUB-Edmundston-1313027,CPO,False,1,0.0,0.0,,120820,,,,,5-1-j,,0,0,,-,22 EMMERSON ST,22 RUE EMMERSON,The general public,Le grand public,Canada Post,Postes Canada,Bilingual,bilingue,Edmundston,Edmundston,NB,NB,Key service,Un service-clé,EDMUNDSTON MAIN PO,EDMUNDSTON MAIN PO,Active,Actif,A local office or facility,Bureau local
109845,,,,,-,,-,,506.0,CPO-KEYSRVC-LCLPUB-Lethbridge-LETHBRIDGE,CPO,False,2,0.0,0.0,,169935,,,,,5-1-e,,1795,97075,,-,110 COLUMBIA BLVD W,110 BOUL COLUMBIA OUEST,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Lethbridge,Lethbridge,AB,AB,Key service,Un service-clé,SHOPPERS DRUG MART 0364,SHOPPERS DRUG MART 0364,Active,Actif,A local office or facility,Bureau local
109846,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,043222,,,,,5-1-h-i,,165,10310,,-,6710 HWY 3,6710 HWY 3,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Hunts Point,Hunts Point,NS,NS,Key service,Un service-clé,HUNTS POINT PO,HUNTS POINT PO,Active,Actif,A local office or facility,Bureau local
109847,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,100246,,,,,5-1-h-i,,0,0,,-,213 COMMERCIAL ST,213 RUE COMMERCIAL,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Berwick,Berwick,NS,NS,Key service,Un service-clé,WILSONS PHARMASAVE,WILSONS PHARMASAVE,Active,Actif,A local office or facility,Bureau local
109848,,,,,-,,-,,518.0,CPO-KEYSRVC-LCLPUB-Saskatoon-SASKATOON,CPO,False,2,0.0,0.0,,100366,,,,,5-1-b,,0,0,,-,5 - 123 LENORE DR,5 PROMENADE - 123 LENORE,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Saskatoon,Saskatoon,SK,SK,Key service,Un service-clé,WEREZAKS PHARMACY,WEREZAKS PHARMACY,Active,Actif,A local office or facility,Bureau local
109849,,,,,-,,-,,498.0,CPO-KEYSRVC-LCLPUB-Fredericton-FREDERICTON,CPO,False,1,0.0,0.0,,102481,,,,,5-1-b,,0,0,,-,1040 PROSPECT ST,1040 RUE PROSPECT,The general public,Le grand public,Canada Post,Postes Canada,Bilingual,bilingue,Fredericton,Fredericton,NB,NB,Key service,Un service-clé,SHOPPERS DRUG MART 0172,SHOPPERS DRUG MART 0172,Active,Actif,A local office or facility,Bureau local
